Unnamed: 0,Name,Type,Health,Attack,Defence,Moves
472,Groudon,Ground,100,150,140,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
473,Groudon,Ground,100,180,160,"Bone Club,Bone Rush,Bonemerang,Bulldoze,Dig,Drill Run,Earth Power,Earthquake,Fissure,G-Max Sandblast,Headlong Rush,High Horsepower,Land's Wrath,Magnitude,Max Quake,Mud Bomb,Mud Shot,Mud Sport,Mud-Slap,Precipice Blades,Rototiller,Sand Attack,Sand Tomb,Sandsear Storm,Scorching Sands,Shore Up,Spikes,Stomping Tantrum,Tectonic Rage,Thousand Arrows,Thousand Waves"
474,Rayquaza,Dragon,105,150,90,"Breaking Swipe,Clanging Scales,Clangorous Soul,Clangorous Soulblaze,Core Enforcer,Devastating Drake,Draco Meteor,Dragon Breath,Dragon Cheer,Dragon Claw,Dragon Dance,Dragon Darts,Dragon Energy,Dragon Hammer,Dragon Pulse,Dragon Rage,Dragon Rush,Dragon Tail,Dual Chop,Dynamax Cannon,Eternabeam,Fickle Beam,G-Max Depletion,Glaive Rush,Max Wyrmwind,Order Up,Outrage,Roar of Time,Scale Shot,Spacial Rend,Twister"
475,Rayquaza,Dragon,105,180,100,"Breaking Swipe,Clanging Scales,Clangorous Soul,Clangorous Soulblaze,Core Enforcer,Devastating Drake,Draco Meteor,Dragon Breath,Dragon Cheer,Dragon Claw,Dragon Dance,Dragon Darts,Dragon Energy,Dragon Hammer,Dragon Pulse,Dragon Rage,Dragon Rush,Dragon Tail,Dual Chop,Dynamax Cannon,Eternabeam,Fickle Beam,G-Max Depletion,Glaive Rush,Max Wyrmwind,Order Up,Outrage,Roar of Time,Scale Shot,Spacial Rend,Twister"
476,Jirachi,Steel,100,100,100,"Anchor Shot,Autotomize,Behemoth Bash,Behemoth Blade,Bullet Punch,Corkscrew Crash,Doom Desire,Double Iron Bash,Flash Cannon,G-Max Meltdown,G-Max Steelsurge,Gear Grind,Gear Up,Gigaton Hammer,Gyro Ball,Hard Press,Heavy Slam,Iron Defense,Iron Head,Iron Tail,King's Shield,Magnet Bomb,Make It Rain,Max Steelspike,Metal Burst,Metal Claw,Metal Sound,Meteor Mash,Mirror Shot,Searing Sunraze Smash,Shelter,Shift Gear,Smart Strike,Spin Out,Steel Beam,Steel Roller,Steel Wing,Sunsteel Strike,Tachyon Cutter"
477,Deoxys,Psychic,50,150,50,"Agility,Ally Switch,Amnesia,Barrier,Calm Mind,Confusion,Cosmic Power,Dream Eater,Eerie Spell,Esper Wing,Expanding Force,Extrasensory,Freezing Glare,Future Sight,G-Max Gravitas,Genesis Supernova,Glitzy Glow,Gravity,Guard Split,Guard Swap,Heal Block,Heal Pulse,Healing Wish,Heart Stamp,Heart Swap,Hyperspace Hole,Hypnosis,Imprison,Instruct,Kinesis,Light Screen,Light That Burns the Sky,Lumina Crash,Lunar Blessing,Lunar Dance,Luster Purge,Magic Coat,Magic Powder,Magic Room,Max Mindstorm,Meditate,Miracle Eye,Mirror Coat,Mist Ball,Mystical Power,Photon Geyser,Power Split,Power Swap,Power Trick,Prismatic Laser,Psybeam,Psyblade,Psychic,Psychic Fangs,Psychic Noise,Psychic Terrain,Psycho Boost,Psycho Cut,Psycho Shift,Psyshield Bash,Psyshock,Psystrike,Psywave,Reflect,Rest,Role Play,Shattered Psyche,Skill Swap,Speed Swap,Stored Power,Synchronoise,Take Heart,Telekinesis,Teleport,Trick,Trick Room,Twin Beam,Wonder Room,Zen Headbutt"
478,Deoxys,Psychic,50,180,20,"Agility,Ally Switch,Amnesia,Barrier,Calm Mind,Confusion,Cosmic Power,Dream Eater,Eerie Spell,Esper Wing,Expanding Force,Extrasensory,Freezing Glare,Future Sight,G-Max Gravitas,Genesis Supernova,Glitzy Glow,Gravity,Guard Split,Guard Swap,Heal Block,Heal Pulse,Healing Wish,Heart Stamp,Heart Swap,Hyperspace Hole,Hypnosis,Imprison,Instruct,Kinesis,Light Screen,Light That Burns the Sky,Lumina Crash,Lunar Blessing,Lunar Dance,Luster Purge,Magic Coat,Magic Powder,Magic Room,Max Mindstorm,Meditate,Miracle Eye,Mirror Coat,Mist Ball,Mystical Power,Photon Geyser,Power Split,Power Swap,Power Trick,Prismatic Laser,Psybeam,Psyblade,Psychic,Psychic Fangs,Psychic Noise,Psychic Terrain,Psycho Boost,Psycho Cut,Psycho Shift,Psyshield Bash,Psyshock,Psystrike,Psywave,Reflect,Rest,Role Play,Shattered Psyche,Skill Swap,Speed Swap,Stored Power,Synchronoise,Take Heart,Telekinesis,Teleport,Trick,Trick Room,Twin Beam,Wonder Room,Zen Headbutt"
479,Deoxys,Psychic,50,70,160,"Agility,Ally Switch,Amnesia,Barrier,Calm Mind,Confusion,Cosmic Power,Dream Eater,Eerie Spell,Esper Wing,Expanding Force,Extrasensory,Freezing Glare,Future Sight,G-Max Gravitas,Genesis Supernova,Glitzy Glow,Gravity,Guard Split,Guard Swap,Heal Block,Heal Pulse,Healing Wish,Heart Stamp,Heart Swap,Hyperspace Hole,Hypnosis,Imprison,Instruct,Kinesis,Light Screen,Light That Burns the Sky,Lumina Crash,Lunar Blessing,Lunar Dance,Luster Purge,Magic Coat,Magic Powder,Magic Room,Max Mindstorm,Meditate,Miracle Eye,Mirror Coat,Mist Ball,Mystical Power,Photon Geyser,Power Split,Power Swap,Power Trick,Prismatic Laser,Psybeam,Psyblade,Psychic,Psychic Fangs,Psychic Noise,Psychic Terrain,Psycho Boost,Psycho Cut,Psycho Shift,Psyshield Bash,Psyshock,Psystrike,Psywave,Reflect,Rest,Role Play,Shattered Psyche,Skill Swap,Speed Swap,Stored Power,Synchronoise,Take Heart,Telekinesis,Teleport,Trick,Trick Room,Twin Beam,Wonder Room,Zen Headbutt"
480,Deoxys,Psychic,50,95,90,"Agility,Ally Switch,Amnesia,Barrier,Calm Mind,Confusion,Cosmic Power,Dream Eater,Eerie Spell,Esper Wing,Expanding Force,Extrasensory,Freezing Glare,Future Sight,G-Max Gravitas,Genesis Supernova,Glitzy Glow,Gravity,Guard Split,Guard Swap,Heal Block,Heal Pulse,Healing Wish,Heart Stamp,Heart Swap,Hyperspace Hole,Hypnosis,Imprison,Instruct,Kinesis,Light Screen,Light That Burns the Sky,Lumina Crash,Lunar Blessing,Lunar Dance,Luster Purge,Magic Coat,Magic Powder,Magic Room,Max Mindstorm,Meditate,Miracle Eye,Mirror Coat,Mist Ball,Mystical Power,Photon Geyser,Power Split,Power Swap,Power Trick,Prismatic Laser,Psybeam,Psyblade,Psychic,Psychic Fangs,Psychic Noise,Psychic Terrain,Psycho Boost,Psycho Cut,Psycho Shift,Psyshield Bash,Psyshock,Psystrike,Psywave,Reflect,Rest,Role Play,Shattered Psyche,Skill Swap,Speed Swap,Stored Power,Synchronoise,Take Heart,Telekinesis,Teleport,Trick,Trick Room,Twin Beam,Wonder Room,Zen Headbutt"
481,Turtwig,Grass,55,68,64,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
482,Grotle,Grass,75,89,85,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
483,Torterra,Grass,95,109,105,"Absorb,Apple Acid,Aromatherapy,Bloom Doom,Branch Poke,Bullet Seed,Chloroblast,Cotton Guard,Cotton Spore,Drum Beating,Energy Ball,Flower Trick,Forest's Curse,Frenzy Plant,G-Max Drum Solo,G-Max Sweetness,G-Max Tartness,G-Max Vine Lash,Giga Drain,Grass Knot,Grass Pledge,Grass Whistle,Grassy Glide,Grassy Terrain,Grav Apple,Horn Leech,Ingrain,Ivy Cudgel,Jungle Healing,Leaf Blade,Leaf Storm,Leaf Tornado,Leafage,Leech Seed,Magical Leaf,Matcha Gotcha,Max Overgrowth,Mega Drain,Needle Arm,Petal Blizzard,Petal Dance,Power Whip,Razor Leaf,Sappy Seed,Seed Bomb,Seed Flare,Sleep Powder,Snap Trap,Solar Beam,Solar Blade,Spicy Extract,Spiky Shield,Spore,Strength Sap,Stun Spore,Synthesis,Syrup Bomb,Trailblaze,Trop Kick,Vine Whip,Wood Hammer,Worry Seed"
484,Chimchar,Fire,44,58,44,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
485,Monferno,Fire,64,78,52,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
486,Infernape,Fire,76,104,71,"Armor Cannon,Bitter Blade,Blast Burn,Blaze Kick,Blazing Torque,Blue Flare,Burn Up,Burning Bulwark,Burning Jealousy,Ember,Eruption,Fiery Dance,Fire Blast,Fire Fang,Fire Lash,Fire Pledge,Fire Punch,Fire Spin,Flame Burst,Flame Charge,Flame Wheel,Flamethrower,Flare Blitz,Fusion Flare,G-Max Centiferno,G-Max Fireball,G-Max Wildfire,Heat Crash,Heat Wave,Incinerate,Inferno,Inferno Overdrive,Lava Plume,Magma Storm,Max Flare,Mind Blown,Mystical Fire,Overheat,Pyro Ball,Raging Fury,Sacred Fire,Searing Shot,Shell Trap,Sizzly Slide,Sunny Day,Temper Flare,Torch Song,V-create,Will-O-Wisp"
487,Piplup,Water,53,51,53,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
488,Prinplup,Water,64,66,68,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
489,Empoleon,Water,84,86,88,"Aqua Cutter,Aqua Jet,Aqua Ring,Aqua Step,Aqua Tail,Bouncy Bubble,Brine,Bubble,Bubble Beam,Chilling Water,Clamp,Crabhammer,Dive,Fishious Rend,Flip Turn,G-Max Cannonade,G-Max Foam Burst,G-Max Hydrosnipe,G-Max Rapid Flow,G-Max Stonesurge,Hydro Cannon,Hydro Pump,Hydro Steam,Hydro Vortex,Jet Punch,Life Dew,Liquidation,Max Geyser,Muddy Water,Oceanic Operetta,Octazooka,Origin Pulse,Rain Dance,Razor Shell,Scald,Snipe Shot,Soak,Sparkling Aria,Splishy Splash,Steam Eruption,Surf,Surging Strikes,Triple Dive,Water Gun,Water Pledge,Water Pulse,Water Shuriken,Water Sport,Water Spout,Waterfall,Wave Crash,Whirlpool,Withdraw"
490,Starly,Normal,40,55,30,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
491,Staravia,Normal,55,75,50,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
492,Staraptor,Normal,85,120,70,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
493,Bidoof,Normal,59,45,40,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
494,Bibarel,Normal,79,85,60,"Acupressure,After You,Assist,Attract,Barrage,Baton Pass,Belly Drum,Bestow,Bide,Bind,Block,Blood Moon,Body Slam,Boomburst,Breakneck Blitz,Camouflage,Captivate,Celebrate,Chip Away,Comet Punch,Confide,Constrict,Conversion,Conversion 2,Copycat,Court Change,Covet,Crush Claw,Crush Grip,Cut,Defense Curl,Disable,Dizzy Punch,Doodle,Double Hit,Double Slap,Double Team,Double-Edge,Echoed Voice,Egg Bomb,Encore,Endeavor,Endure,Entrainment,Explosion,Extreme Evoboost,Extreme Speed,Facade,Fake Out,False Swipe,Feint,Fillet Away,Flail,Flash,Focus Energy,Follow Me,Foresight,Frustration,Fury Attack,Fury Swipes,G-Max Cuddle,G-Max Gold Rush,G-Max Replenish,Giga Impact,Glare,Growl,Growth,Guillotine,Happy Hour,Harden,Head Charge,Headbutt,Heal Bell,Helping Hand,Hidden Power,Hold Back,Hold Hands,Horn Attack,Horn Drill,Howl,Hyper Beam,Hyper Drill,Hyper Fang,Hyper Voice,Judgment,Laser Focus,Last Resort,Leer,Lock-On,Lovely Kiss,Lucky Chant,Max Guard,Max Strike,Me First,Mean Look,Mega Kick,Mega Punch,Metronome,Milk Drink,Mimic,Mind Reader,Minimize,Morning Sun,Multi-Attack,Natural Gift,Nature Power,Noble Roar,Odor Sleuth,Pain Split,Pay Day,Perish Song,Play Nice,Population Bomb,Pound,Power Shift,Present,Protect,Psych Up,Pulverizing Pancake,Quick Attack,Rage,Raging Bull,Rapid Spin,Razor Wind,Recover,Recycle,Reflect Type,Refresh,Relic Song,Retaliate,Return,Revelation Dance,Revival Blessing,Roar,Rock Climb,Round,Safeguard,Scary Face,Scratch,Screech,Secret Power,Self-Destruct,Sharpen,Shed Tail,Shell Smash,Simple Beam,Sing,Sketch,Skull Bash,Slack Off,Slam,Slash,Sleep Talk,Smelling Salts,Smokescreen,Snore,Soft-Boiled,Sonic Boom,Spike Cannon,Spit Up,Splash,Spotlight,Stockpile,Stomp,Strength,Struggle,Stuff Cheeks,Substitute,Super Fang,Supersonic,Swagger,Swallow,Sweet Scent,Swift,Swords Dance,Tackle,Tail Slap,Tail Whip,Take Down,Tearful Look,Teatime,Techno Blast,Teeter Dance,Tera Blast,Tera Starstorm,Terrain Pulse,Thrash,Tickle,Tidy Up,Transform,Tri Attack,Trump Card,Uproar,Veevee Volley,Vise Grip,Weather Ball,Whirlwind,Wish,Work Up,Wrap,Wring Out,Yawn"
